Fighter,Wins,Losses,Stance,Weight Class,Total Rounds Fought,Title fights,KOs,Submissions,TKO/DoctorStoppage,age,Gender,Height,Weight,Reach,WinRate
Rafael Dos Anjos,21,14,Southpaw,Lightweight,111,4,4,5,0,40,MALE,172.72,170,177.8,0.6
Clay Guida,20,19,Orthodox,Lightweight,105,2,2,5,0,42,MALE,170.18,155,177.8,0.513
Donald Cerrone,29,16,Orthodox,Welterweight,104,4,10,10,0,39,MALE,185.42,170,185.42,0.644
Andrei Arlovski,25,21,Orthodox,Heavyweight,103,5,11,2,0,45,MALE,190.5,240,195.58,0.543
Jim Miller,26,17,Southpaw,Lightweight,99,0,6,12,0,41,MALE,172.72,155,180.34,0.605
Frankie Edgar,18,10,Orthodox,Bantamweight,98,9,5,2,1,41,MALE,167.64,135,172.72,0.643
Max Holloway,22,7,Orthodox,Featherweight,98,9,11,2,1,32,MALE,180.34,145,175.26,0.759
Robbie Lawler,20,15,Southpaw,Welterweight,96,6,13,0,0,41,MALE,180.34,170,187.96,0.571
Anderson Silva,31,10,Southpaw,Middleweight,91,13,20,3,0,45,MALE,187.96,185,195.58,0.756
Jose Aldo,22,7,Orthodox,Bantamweight,90,15,11,0,0,38,MALE,170.18,135,177.8,0.759
Neil Magny,22,11,Orthodox,Welterweight,88,0,6,2,0,37,MALE,190.5,170,203.2,0.667
Diego Sanchez,22,12,Southpaw,Welterweight,86,2,6,2,0,38,MALE,177.8,170,182.88,0.647
Demian Maia,22,10,Southpaw,Welterweight,86,2,1,11,0,43,MALE,185.42,170,182.88,0.688
Jeremy Stephens,15,17,Orthodox,Lightweight,85,0,8,0,1,35,MALE,175.26,145,180.34,0.469
Mauricio Rua,27,13,Orthodox,Light Heavyweight,84,4,21,1,0,41,MALE,185.42,205,193.04,0.675
Alistair Overeem,33,15,Orthodox,Heavyweight,83,3,20,8,0,40,MALE,193.04,265,203.2,0.688
Cub Swanson,19,12,Orthodox,Featherweight,79,0,6,2,0,40,MALE,172.72,145,177.8,0.613
Ovince Saint Preux,21,13,Southpaw,Light Heavyweight,78,1,9,5,0,41,MALE,190.5,205,203.2,0.618
Michael Bisping,20,8,Orthodox,Middleweight,78,4,10,0,0,38,MALE,185.42,185,190.5,0.714
Urijah Faber,19,9,Orthodox,Bantamweight,78,4,2,12,0,40,MALE,167.64,135,170.18,0.679
Jorge Masvidal,17,10,Orthodox,Welterweight,77,3,7,1,0,38,MALE,180.34,170,187.96,0.63
Nate Diaz,19,12,Southpaw,Welterweight,77,3,4,11,0,37,MALE,182.88,170,193.04,0.613
Edson Barboza,18,11,Orthodox,Featherweight,76,0,9,0,0,38,MALE,180.34,145,190.5,0.621
Dustin Poirier,23,8,Southpaw,Lightweight,75,4,12,4,0,35,MALE,175.26,155,182.88,0.742
King Green,17,12,Orthodox,Lightweight,75,0,3,4,0,37,MALE,177.8,155,180.34,0.586
Alex Caceres,16,12,Southpaw,Featherweight,74,0,2,4,1,35,MALE,177.8,145,185.42,0.571
Bj Penn,12,14,Orthodox,Lightweight,74,11,6,4,1,40,MALE,175.26,155,177.8,0.462
Jon Jones,21,2,Orthodox,Heavyweight,74,16,5,6,0,37,MALE,193.04,248,213.36,0.913
Gilbert Melendez,17,7,Orthodox,Featherweight,74,2,8,0,0,37,MALE,175.26,145,185.42,0.708
Angela Hill,12,13,Orthodox,Women's Strawweight,73,0,2,1,0,39,FEMALE,160.02,115,162.56,0.48
Darren Elkins,18,10,Orthodox,Featherweight,72,0,4,3,0,40,MALE,177.8,145,180.34,0.643
Fabricio Werdum,22,9,Orthodox,Heavyweight,71,3,6,10,0,42,MALE,193.04,231,195.58,0.71
Michael Johnson,13,15,Southpaw,Lightweight,71,1,5,0,0,37,MALE,177.8,155,185.42,0.464
Nick Diaz,19,7,Southpaw,Middleweight,70,2,10,6,0,38,MALE,185.42,170,193.04,0.731
Tyron Woodley,17,6,Orthodox,Welterweight,68,7,6,4,0,38,MALE,175.26,170,187.96,0.739
Joseph Benavidez,21,7,Southpaw,Flyweight,68,4,6,4,0,36,MALE,162.56,125,165.1,0.75
Georges St-Pierre,19,2,Orthodox,Welterweight,68,14,5,2,0,36,MALE,180.34,185,193.04,0.905
Sean Strickland,15,6,Orthodox,Middleweight,66,2,4,1,0,33,MALE,185.42,185,193.04,0.714
Matt Brown,16,13,Orthodox,Welterweight,66,0,12,2,0,42,MALE,182.88,170,190.5,0.552
Marlon Vera,15,8,Switch,Bantamweight,66,1,7,4,0,31,MALE,172.72,135,177.8,0.652
Francisco Trinaldo,18,7,Southpaw,Welterweight,65,0,5,2,1,44,MALE,175.26,170,177.8,0.72
Brad Tavares,15,9,Orthodox,Middleweight,65,0,2,0,0,36,MALE,185.42,185,187.96,0.625
Ross Pearson,12,13,Orthodox,Lightweight,65,1,4,0,1,34,MALE,172.72,155,175.26,0.48
Tim Means,15,13,Orthodox,Welterweight,65,0,7,2,0,40,MALE,187.96,170,190.5,0.536
Robert Whittaker,17,5,Orthodox,Middleweight,64,4,6,0,0,33,MALE,182.88,185,185.42,0.773
Thiago Alves,15,11,Orthodox,Welterweight,64,1,7,1,1,36,MALE,175.26,170,177.8,0.577
Gleison Tibau,16,11,Southpaw,Lightweight,64,0,1,4,0,34,MALE,177.8,155,180.34,0.593
Nik Lentz,14,8,Orthodox,Catch Weight,64,0,3,2,0,36,MALE,172.72,145,172.72,0.636
Demetrious Johnson,15,2,Orthodox,Flyweight,64,13,2,5,0,31,MALE,160.02,125,167.64,0.882
Bobby Green,14,10,Orthodox,Lightweight,64,0,2,3,0,36,MALE,177.8,155,180.34,0.583
Carlos Condit,14,10,Orthodox,Welterweight,63,7,6,4,1,37,MALE,187.96,170,190.5,0.583
Anthony Smith,15,12,Orthodox,Light Heavyweight,63,1,7,6,0,36,MALE,193.04,205,193.04,0.556
Kelvin Gastelum,12,9,Southpaw,Middleweight,63,2,3,2,0,32,MALE,175.26,170,180.34,0.571
Kamaru Usman,15,2,Switch,Middleweight,63,9,4,1,0,36,MALE,182.88,170,193.04,0.882
Charles Oliveira,22,10,Orthodox,Lightweight,63,3,4,16,0,36,MALE,177.8,155,187.96,0.688
Jacare Souza,19,8,Orthodox,Middleweight,62,0,5,10,0,41,MALE,185.42,185,182.88,0.704
Derrick Lewis,18,10,Orthodox,Heavyweight,62,2,14,0,0,39,MALE,190.5,260,200.66,0.643
Tito Ortiz,15,11,Orthodox,Light Heavyweight,62,10,7,2,1,37,MALE,190.5,205,187.96,0.577
Glover Teixeira,19,7,Orthodox,Light Heavyweight,61,3,8,8,1,43,MALE,187.96,205,193.04,0.731
Randy Couture,16,7,Orthodox,Heavyweight,61,16,6,4,1,47,MALE,185.42,205,190.5,0.696
Raphael Assuncao,15,8,Orthodox,Bantamweight,61,0,2,1,0,40,MALE,165.1,135,167.64,0.652
Rashad Evans,14,8,Orthodox,Light Heavyweight,61,4,6,0,0,38,MALE,182.88,205,190.5,0.636
Rani Yahya,17,8,Orthodox,Bantamweight,61,1,0,11,0,39,MALE,167.64,135,170.18,0.68
Lyoto Machida,15,8,Southpaw,Middleweight,61,5,6,1,0,39,MALE,185.42,185,187.96,0.652
Stephen Thompson,12,7,Orthodox,Welterweight,60,2,6,0,0,41,MALE,182.88,170,190.5,0.632
Leon Edwards,14,2,Southpaw,Welterweight,60,3,3,1,0,32,MALE,187.96,170,187.96,0.875
Israel Adesanya,13,3,Switch,Middleweight,60,11,5,0,0,35,MALE,193.04,185,203.2,0.812
Anthony Pettis,16,10,Orthodox,Welterweight,60,4,4,7,0,33,MALE,177.8,155,182.88,0.615
Valentina Shevchenko,12,3,Southpaw,Women's Flyweight,60,11,4,2,1,36,FEMALE,165.1,125,167.64,0.8
Court Mcgee,10,12,Orthodox,Welterweight,59,1,0,2,0,39,MALE,180.34,170,190.5,0.455
Miesha Tate,12,8,Orthodox,Women's Bantamweight,59,6,1,4,0,37,FEMALE,167.64,135,165.1,0.6
Dominick Cruz,14,3,Orthodox,Bantamweight,59,10,2,0,0,37,MALE,172.72,135,172.72,0.824
Tony Ferguson,18,8,Orthodox,Welterweight,58,3,5,6,1,40,MALE,180.34,170,193.04,0.692
Daniel Cormier,19,2,Orthodox,Heavyweight,58,10,8,4,0,41,MALE,180.34,235,182.88,0.905
Ed Herman,13,12,Orthodox,Light Heavyweight,58,1,4,5,0,42,MALE,185.42,205,195.58,0.52
Aljamain Sterling,16,4,Orthodox,Bantamweight,57,5,2,4,0,35,MALE,170.18,145,180.34,0.8
Rogerio Nogueira,19,8,Southpaw,Light Heavyweight,57,0,8,4,0,44,MALE,187.96,205,190.5,0.704
Jessica Andrade,17,10,Orthodox,Women's Flyweight,57,4,6,3,0,32,FEMALE,154.94,125,157.48,0.63
Gilbert Burns,15,7,Orthodox,Welterweight,57,1,3,5,0,38,MALE,177.8,170,180.34,0.682
Kevin Holland,14,8,Orthodox,Middleweight,57,0,5,5,0,31,MALE,190.5,185,205.74,0.636
Gian Villante,10,12,Orthodox,Heavyweight,55,0,5,0,0,36,MALE,190.5,230,193.04,0.455
Joanna Jedrzejczyk,10,4,Orthodox,Women's Strawweight,55,10,2,0,0,34,FEMALE,167.64,125,165.1,0.714
Junior Dos Santos,15,6,Orthodox,Heavyweight,54,5,10,0,0,36,MALE,193.04,245,205.74,0.714
Johny Hendricks,13,7,Southpaw,Middleweight,54,3,5,0,0,34,MALE,175.26,185,175.26,0.65
Belal Muhammad,14,3,Orthodox,Welterweight,54,1,2,1,0,36,MALE,180.34,170,182.88,0.824
Gray Maynard,11,8,Orthodox,Lightweight,54,2,1,0,0,39,MALE,175.26,155,177.8,0.579
Thales Leites,12,8,Orthodox,Middleweight,54,1,2,5,0,37,MALE,185.42,185,198.12,0.6
Raquel Pennington,13,5,Orthodox,Women's Bantamweight,54,2,0,3,0,36,FEMALE,170.18,135,170.18,0.722
Jan Blachowicz,12,6,Orthodox,Light Heavyweight,54,4,5,2,0,40,MALE,187.96,205,198.12,0.667
Holly Holm,8,6,Southpaw,Women's Bantamweight,53,5,2,0,0,42,FEMALE,172.72,135,175.26,0.571
Ben Rothwell,16,8,Orthodox,Heavyweight,53,0,9,3,0,40,MALE,193.04,265,198.12,0.667
Brandon Moreno,9,5,Orthodox,Flyweight,53,6,3,3,0,30,MALE,170.18,125,177.8,0.643
Colby Covington,12,3,Orthodox,Welterweight,53,4,3,2,0,35,MALE,180.34,170,182.88,0.8
Thiago Santos,14,9,Orthodox,Light Heavyweight,53,1,11,0,0,38,MALE,187.96,205,193.04,0.609
Alex Morono,13,7,Orthodox,Welterweight,53,0,2,2,0,34,MALE,180.34,170,182.88,0.65
Yushin Okami,14,6,Southpaw,Welterweight,52,1,4,0,1,37,MALE,187.96,170,190.5,0.7
Rose Namajunas,11,5,Orthodox,Women's Flyweight,52,7,2,3,0,32,FEMALE,165.1,125,165.1,0.688
Joe Lauzon,14,12,Orthodox,Lightweight,52,0,5,7,1,35,MALE,177.8,155,180.34,0.538
Nate Marquardt,13,11,Orthodox,Middleweight,51,1,6,3,0,38,MALE,182.88,185,187.96,0.542
Tim Elliott,8,11,Southpaw,Bantamweight,51,1,0,1,0,36,MALE,170.18,125,167.64,0.421
Sam Alvey,10,12,Southpaw,Middleweight,51,0,5,1,0,36,MALE,187.96,185,190.5,0.455
Pedro Munhoz,10,9,Orthodox,Bantamweight,51,0,3,3,0,38,MALE,167.64,135,165.1,0.526
Andre Fili,11,10,Orthodox,Featherweight,51,0,4,0,0,34,MALE,180.34,145,187.96,0.524
Alexander Volkanovski,13,2,Orthodox,Featherweight,51,8,5,0,0,35,MALE,167.64,145,180.34,0.867
Josh Koscheck,15,9,Orthodox,Welterweight,51,1,6,3,0,37,MALE,177.8,170,185.42,0.625
Patrick Cote,10,10,Orthodox,Welterweight,50,2,4,0,0,37,MALE,180.34,170,180.34,0.5
Sam Stout,9,10,Orthodox,Lightweight,50,0,1,0,0,31,MALE,175.26,155,177.8,0.474
Matt Hughes,18,6,Switch,Welterweight,50,12,6,5,2,37,MALE,175.26,170,185.42,0.75
Eddie Wineland,11,11,Orthodox,Bantamweight,49,3,8,0,0,37,MALE,170.18,135,175.26,0.5
Derek Brunson,17,7,Southpaw,Middleweight,49,0,7,3,0,39,MALE,185.42,185,195.58,0.708
Rick Story,12,6,Southpaw,Welterweight,49,0,2,2,0,31,MALE,175.26,170,180.34,0.667
Dan Ige,11,7,Orthodox,Catch Weight,49,0,4,2,0,33,MALE,170.18,145,180.34,0.611
Marcin Tybura,12,8,Orthodox,Heavyweight,49,0,4,1,0,39,MALE,190.5,249,198.12,0.6
Evan Dunham,11,8,Southpaw,Catch Weight,49,0,2,1,1,38,MALE,177.8,155,177.8,0.579
Jared Cannonier,10,7,Switch,Middleweight,49,1,6,0,0,40,MALE,180.34,185,195.58,0.588
Renan Barao,9,7,Orthodox,Bantamweight,48,6,2,3,0,32,MALE,167.64,135,177.8,0.562
Tim Boetsch,12,11,Orthodox,Middleweight,48,0,7,0,0,38,MALE,182.88,185,187.96,0.522
John Makdessi,11,8,Orthodox,Lightweight,48,0,3,0,0,38,MALE,172.72,155,172.72,0.579
Michelle Waterson-Gomez,8,8,Orthodox,Women's Strawweight,48,0,0,4,0,38,FEMALE,160.02,115,157.48,0.5
Tj Dillashaw,13,4,Orthodox,Bantamweight,48,8,7,1,0,36,MALE,167.64,125,170.18,0.765
Brian Kelleher,8,8,Switch,Bantamweight,48,0,2,3,0,37,MALE,167.64,135,167.64,0.5
Dan Hooker,13,8,Switch,Lightweight,48,0,7,2,0,34,MALE,182.88,155,190.5,0.619
Ricardo Lamas,14,8,Orthodox,Featherweight,48,1,5,3,0,38,MALE,172.72,145,180.34,0.636
Jake Matthews,12,7,Orthodox,Welterweight,47,0,2,5,1,29,MALE,180.34,170,185.42,0.632
Jon Fitch,14,3,Orthodox,Welterweight,47,1,1,3,0,34,MALE,182.88,170,193.04,0.824
Drew Dober,14,9,Southpaw,Lightweight,47,0,10,1,0,35,MALE,172.72,155,177.8,0.609
Kevin Lee,11,7,Orthodox,Welterweight,47,1,3,4,1,30,MALE,175.26,170,195.58,0.611
Dennis Siver,11,9,Orthodox,Featherweight,47,0,3,2,0,38,MALE,167.64,145,177.8,0.55
Vicente Luque,15,6,Orthodox,Welterweight,47,0,8,5,0,33,MALE,180.34,170,190.5,0.714
Alex Oliveira,11,9,Orthodox,Welterweight,47,0,4,3,0,34,MALE,180.34,170,193.04,0.55
Benson Henderson,10,3,Southpaw,Welterweight,47,5,0,2,0,32,MALE,175.26,170,177.8,0.769
Karolina Kowalkiewicz,9,8,Orthodox,Women's Strawweight,46,1,0,1,0,39,FEMALE,160.02,115,162.56,0.529
Rob Font,10,7,Orthodox,Bantamweight,46,1,6,1,0,37,MALE,172.72,135,180.34,0.588
Chris Weidman,12,7,Orthodox,Catch Weight,46,5,4,3,0,40,MALE,187.96,185,198.12,0.632
Beneil Dariush,16,5,Southpaw,Lightweight,46,0,3,5,0,34,MALE,177.8,155,182.88,0.762
Katlyn Cerminara,11,5,Orthodox,Women's Flyweight,46,1,0,0,0,35,FEMALE,175.26,125,172.72,0.688
Stipe Miocic,14,4,Orthodox,Heavyweight,46,8,9,0,0,42,MALE,193.04,240,203.2,0.778
John Dodson,10,6,Orthodox,Bantamweight,46,3,6,0,1,35,MALE,160.02,135,167.64,0.625
Marvin Vettori,9,4,Southpaw,Middleweight,46,1,0,2,0,29,MALE,182.88,185,187.96,0.692
Chris Camozzi,9,9,Orthodox,Middleweight,46,0,1,1,1,30,MALE,187.96,185,193.04,0.5
Amanda Nunes,16,3,Orthodox,Women's Bantamweight,45,11,8,3,0,35,FEMALE,172.72,135,175.26,0.842
Tecia Pennington,9,7,Orthodox,Women's Strawweight,45,0,1,1,0,35,FEMALE,154.94,115,152.4,0.562
Chris Leben,12,9,Southpaw,Middleweight,45,0,7,2,0,33,MALE,180.34,185,187.96,0.571
Chris Lytle,9,10,Orthodox,Welterweight,45,1,1,5,0,36,MALE,180.34,170,172.72,0.474
Bryan Barberena,9,9,Southpaw,Welterweight,45,0,4,1,0,34,MALE,182.88,185,182.88,0.5
Rich Franklin,14,5,Southpaw,Middleweight,45,5,8,1,1,38,MALE,185.42,185,190.5,0.737
Jessica Eye,5,9,Orthodox,Women's Flyweight,45,1,1,0,1,35,FEMALE,167.64,125,167.64,0.357
Stefan Struve,13,10,Orthodox,Heavyweight,45,0,5,6,0,32,MALE,210.82,265,213.36,0.565
Yves Edwards,10,10,Southpaw,Lightweight,45,0,5,2,0,38,MALE,175.26,155,185.42,0.5
Petr Yan,9,4,Switch,Bantamweight,45,4,4,0,0,31,MALE,170.18,135,170.18,0.692
Max Griffin,8,8,Orthodox,Welterweight,44,0,3,0,0,39,MALE,180.34,170,193.04,0.5
Joshua Burkman,6,12,Orthodox,Welterweight,44,0,1,1,0,37,MALE,177.8,170,182.88,0.333
Eryk Anders,8,8,Southpaw,Middleweight,44,0,4,0,0,37,MALE,185.42,185,190.5,0.5
Carla Esparza,10,5,Orthodox,Women's Strawweight,44,4,1,1,0,36,FEMALE,154.94,115,160.02,0.667
Ryan Bader,14,5,Orthodox,Light Heavyweight,44,1,4,1,0,33,MALE,187.96,205,187.96,0.737
Krzysztof Jotko,11,5,Southpaw,Middleweight,44,0,1,0,0,33,MALE,185.42,185,195.58,0.688
Deiveson Figueiredo,13,3,Orthodox,Bantamweight,44,6,4,4,0,36,MALE,165.1,135,172.72,0.812
Alexander Volkov,12,4,Orthodox,Heavyweight,44,0,6,1,0,36,MALE,200.66,250,203.2,0.75
Chuck Liddell,16,6,Orthodox,Light Heavyweight,44,7,9,0,1,40,MALE,187.96,205,193.04,0.727
Randa Markos,6,10,Orthodox,Women's Strawweight,43,0,0,1,0,36,FEMALE,162.56,115,160.02,0.375
Randy Brown,13,5,Orthodox,Welterweight,43,0,3,3,0,34,MALE,190.5,170,198.12,0.722
Alexander Gustafsson,10,7,Orthodox,Light Heavyweight,43,3,5,2,0,35,MALE,195.58,205,200.66,0.588
Alexis Davis,9,7,Orthodox,Women's Bantamweight,43,1,1,1,0,37,FEMALE,167.64,135,172.72,0.562
Katlyn Chookagian,11,4,Orthodox,Women's Flyweight,43,1,0,0,0,33,FEMALE,175.26,125,172.72,0.733
Rafael Natal,9,7,Orthodox,Middleweight,43,0,1,1,0,34,MALE,182.88,185,193.04,0.562
Gerald Meerschaert,12,9,Southpaw,Middleweight,43,0,1,11,0,36,MALE,185.42,185,195.58,0.571
Mark Hunt,8,9,Orthodox,Heavyweight,43,1,7,0,0,44,MALE,177.8,265,182.88,0.471
Dong Hyun Kim,13,4,Southpaw,Welterweight,42,0,4,1,0,35,MALE,187.96,170,193.04,0.765
Cole Miller,10,9,Orthodox,Featherweight,42,0,1,7,0,32,MALE,185.42,145,187.96,0.526
Dan Henderson,9,8,Orthodox,Middleweight,42,3,4,0,0,46,MALE,180.34,185,187.96,0.529
Alexandre Pantoja,12,3,Orthodox,Flyweight,42,3,2,4,0,34,MALE,165.1,125,170.18,0.8
Marina Rodriguez,8,4,Orthodox,Women's Strawweight,42,0,3,0,0,37,FEMALE,167.64,115,165.1,0.667
Roy Nelson,9,9,Orthodox,Heavyweight,42,1,8,0,0,40,MALE,182.88,263,182.88,0.5
Frank Mir,16,10,Southpaw,Heavyweight,42,5,5,8,0,36,MALE,190.5,264,200.66,0.615
Uriah Hall,10,8,Orthodox,Middleweight,42,1,8,0,2,37,MALE,182.88,185,200.66,0.556
Curtis Blaydes,13,4,Orthodox,Heavyweight,41,1,8,0,1,33,MALE,193.04,265,203.2,0.765
Michael Chiesa,12,7,Southpaw,Welterweight,41,1,0,7,0,37,MALE,185.42,170,190.5,0.632
Santiago Ponzinibbio,11,6,Orthodox,Welterweight,41,0,6,0,0,37,MALE,182.88,170,185.42,0.647
Al Iaquinta,9,5,Orthodox,Lightweight,41,2,4,0,0,34,MALE,177.8,155,177.8,0.643
Sergio Pettis,8,5,Orthodox,Flyweight,40,0,0,0,0,26,MALE,167.64,125,175.26,0.615
Yair Rodriguez,10,3,Orthodox,Featherweight,40,3,4,1,0,31,MALE,180.34,145,180.34,0.769
Yoel Romero,9,4,Orthodox,Middleweight,40,2,7,0,0,42,MALE,182.88,185,185.42,0.692
Elizeu Zaleski Dos Santos,10,4,Orthodox,Welterweight,40,0,3,1,0,37,MALE,180.34,170,185.42,0.714
Jake Ellenberger,10,10,Orthodox,Welterweight,40,0,5,1,1,33,MALE,175.26,170,180.34,0.5
Dennis Bermudez,9,7,Orthodox,Lightweight,39,1,1,2,0,32,MALE,167.64,155,167.64,0.562
Jack Hermansson,10,6,Orthodox,Middleweight,39,0,3,3,0,35,MALE,185.42,185,195.58,0.625
Li Jingliang,11,6,Orthodox,Welterweight,39,0,8,0,0,36,MALE,182.88,170,180.34,0.647
Cory Sandhagen,10,3,Switch,Bantamweight,39,1,5,1,0,32,MALE,180.34,135,177.8,0.769
Devin Clark,8,8,Orthodox,Light Heavyweight,39,0,1,0,0,33,MALE,182.88,205,190.5,0.5
Jj Aldrich,9,5,Southpaw,Women's Flyweight,39,0,1,0,0,31,FEMALE,165.1,125,170.18,0.643
Spencer Fisher,9,7,Southpaw,Lightweight,39,0,2,2,1,36,MALE,170.18,155,177.8,0.562
Jonathan Martinez,10,4,Southpaw,Bantamweight,39,0,4,0,0,32,MALE,172.72,135,177.8,0.714
Irene Aldana,8,5,Orthodox,Women's Bantamweight,39,1,3,1,0,36,FEMALE,175.26,135,172.72,0.615
Matt Wiman,10,7,Orthodox,Lightweight,39,0,2,3,0,37,MALE,177.8,155,172.72,0.588
Lauren Murphy,8,5,Orthodox,Women's Flyweight,39,1,2,1,0,39,FEMALE,165.1,125,170.18,0.615
Tecia Torres,9,5,Orthodox,Women's Strawweight,39,0,1,1,0,32,FEMALE,154.94,115,152.4,0.643
Anthony Rocco Martin,9,5,Orthodox,Welterweight,38,0,1,3,0,30,MALE,182.88,170,185.42,0.643
Roxanne Modafferi,4,9,Orthodox,Women's Flyweight,38,2,1,0,0,39,FEMALE,170.18,125,175.26,0.308
Paul Felder,9,5,Orthodox,Lightweight,38,0,4,1,0,36,MALE,180.34,155,177.8,0.643
Vitor Belfort,15,10,Southpaw,Middleweight,38,6,11,2,1,41,MALE,182.88,185,187.96,0.6
John Lineker,12,3,Orthodox,Bantamweight,38,0,6,1,0,28,MALE,160.02,135,170.18,0.8
Calvin Kattar,7,5,Orthodox,Featherweight,38,0,4,0,0,36,MALE,180.34,145,182.88,0.583
Chan Sung Jung,7,6,Orthodox,Featherweight,38,2,4,2,0,36,MALE,170.18,145,182.88,0.538
Iuri Alcantara,10,7,Southpaw,Bantamweight,38,0,3,2,0,38,MALE,175.26,135,180.34,0.588
Cb Dollaway,11,8,Orthodox,Middleweight,37,1,2,2,0,35,MALE,187.96,185,193.04,0.579
Jussier Formiga,9,6,Orthodox,Flyweight,37,0,0,3,0,35,MALE,165.1,125,170.18,0.6
Cody Stamann,7,6,Orthodox,Bantamweight,37,0,1,0,0,35,MALE,167.64,135,162.56,0.538
Thiago Tavares,10,7,Orthodox,Featherweight,37,0,1,5,0,31,MALE,170.18,145,172.72,0.588
Alexa Grasso,8,3,Orthodox,Women's Flyweight,37,2,0,2,0,31,FEMALE,165.1,125,167.64,0.727
Henry Cejudo,10,3,Orthodox,Bantamweight,37,6,4,0,0,37,MALE,162.56,135,162.56,0.769
Josh Emmett,9,4,Orthodox,Featherweight,37,1,3,0,0,38,MALE,167.64,145,177.8,0.692
Kenny Florian,12,4,Southpaw,Featherweight,37,3,2,7,1,35,MALE,177.8,145,187.96,0.75
Gillian Robertson,11,6,Orthodox,Women's Strawweight,37,0,2,7,0,29,FEMALE,165.1,115,160.02,0.647
Merab Dvalishvili,10,2,Orthodox,Bantamweight,37,0,1,0,0,33,MALE,167.64,135,172.72,0.833
Sara Mcmann,10,6,Orthodox,Women's Bantamweight,37,1,1,3,0,41,FEMALE,167.64,135,167.64,0.625
Luke Rockhold,15,4,Southpaw,Middleweight,36,4,6,7,0,37,MALE,190.5,185,195.58,0.789
Michelle Waterson,8,4,Orthodox,Women's Strawweight,36,0,0,4,0,35,FEMALE,160.02,115,157.48,0.667
Cheick Kongo,11,6,Orthodox,Heavyweight,36,0,6,0,1,37,MALE,193.04,240,208.28,0.647
Mackenzie Dern,8,5,Orthodox,Women's Strawweight,36,0,0,4,0,31,FEMALE,162.56,115,160.02,0.615
Khabib Nurmagomedov,12,0,Orthodox,Lightweight,36,3,2,4,0,32,MALE,177.8,155,177.8,1.0
Mike Pyle,10,8,Orthodox,Welterweight,36,0,5,2,0,42,MALE,182.88,170,187.96,0.556
Liz Carmouche,7,6,Orthodox,Women's Flyweight,36,1,2,0,0,35,FEMALE,167.64,125,167.64,0.538
Marc Diakiese,7,7,Orthodox,Lightweight,36,0,2,0,0,30,MALE,177.8,155,185.42,0.5
Charles Jourdain,6,7,Switch,Bantamweight,36,0,2,2,0,28,MALE,175.26,135,175.26,0.462
Cortney Casey,6,8,Orthodox,Women's Flyweight,36,0,1,2,0,35,FEMALE,170.18,125,170.18,0.429
Joanne Wood,8,8,Orthodox,Women's Flyweight,36,0,1,1,0,38,FEMALE,167.64,125,165.1,0.5
Gabriel Gonzaga,12,9,Orthodox,Heavyweight,36,1,7,4,0,36,MALE,187.96,242,193.04,0.571
Song Yadong,10,2,Orthodox,Bantamweight,36,0,5,1,0,26,MALE,172.72,135,170.18,0.833
Stephan Bonnar,8,6,Orthodox,Light Heavyweight,36,1,2,2,0,35,MALE,193.04,205,198.12,0.571
Ricky Simon,9,4,Orthodox,Bantamweight,36,0,1,3,0,31,MALE,167.64,135,175.26,0.692
Rampage Jackson,7,5,Orthodox,Catch Weight,36,4,3,0,0,36,MALE,185.42,205,185.42,0.583
Arnold Allen,10,2,Southpaw,Featherweight,35,0,2,2,0,35,MALE,172.72,145,177.8,0.833
Renato Moicano,11,5,Orthodox,Lightweight,35,0,1,6,0,35,MALE,180.34,155,182.88,0.688
Corey Anderson,10,4,Orthodox,Light Heavyweight,35,1,3,0,0,30,MALE,190.5,205,200.66,0.714
Omari Akhmedov,9,4,Orthodox,Middleweight,35,0,2,1,0,33,MALE,182.88,185,185.42,0.692
Ben Saunders,9,9,Orthodox,Welterweight,35,0,4,3,0,36,MALE,187.96,170,195.58,0.5
Viviane Araujo,6,5,Orthodox,Women's Flyweight,35,0,1,0,0,37,FEMALE,162.56,125,172.72,0.545
John Moraga,8,5,Orthodox,Flyweight,35,1,2,3,0,34,MALE,167.64,125,167.64,0.615
Sean Sherk,7,4,Orthodox,Lightweight,35,4,0,1,1,37,MALE,167.64,155,170.18,0.636
John Howard,7,6,Orthodox,Welterweight,35,0,2,0,0,32,MALE,170.18,170,180.34,0.538
Rocco Martin,8,5,Orthodox,Welterweight,35,0,1,3,0,30,MALE,182.88,170,185.42,0.615
Michel Prazeres,10,3,Orthodox,Welterweight,35,0,0,3,0,39,MALE,167.64,170,170.18,0.769
Melvin Guillard,12,9,Orthodox,Lightweight,35,0,7,0,1,30,MALE,175.26,155,172.72,0.571
Islam Makhachev,14,1,Southpaw,Lightweight,34,4,3,6,0,32,MALE,177.8,155,177.8,0.933
Brandon Vera,8,7,Orthodox,Light Heavyweight,34,0,4,1,0,35,MALE,190.5,230,193.04,0.533
Dustin Ortiz,8,5,Orthodox,Flyweight,34,0,4,0,0,30,MALE,165.1,125,165.1,0.615
Chris Cariaso,7,5,Southpaw,Flyweight,34,1,1,0,0,34,MALE,160.02,125,160.02,0.583
Dustin Jacoby,8,5,Orthodox,Light Heavyweight,34,0,4,0,0,36,MALE,190.5,205,193.04,0.615
Paul Craig,9,8,Orthodox,Middleweight,34,0,3,6,0,36,MALE,190.5,185,193.04,0.529
